Time,Capacity
2021-06-19 17:15:08,20
2021-06-19 17:20:06,20
2021-06-19 17:25:08,20
2021-06-19 17:30:08,20
2021-06-19 17:35:08,21
2021-06-19 17:40:08,20
2021-06-19 17:45:08,20
2021-06-19 17:50:08,19
2021-06-19 17:55:11,18
2021-06-19 18:00:08,19
2021-06-19 18:05:08,16
2021-06-19 18:10:06,15
2021-06-19 18:15:06,14
2021-06-19 18:20:02,13
2021-06-19 18:25:04,13
2021-06-19 18:30:02,12
2021-06-19 18:35:05,12
2021-06-19 18:40:06,12
2021-06-19 18:45:05,13
2021-06-19 18:50:02,14
2021-06-19 18:55:06,14
2021-06-19 19:00:06,13
2021-06-19 19:05:09,13
2021-06-19 19:10:06,13
2021-06-19 19:15:05,16
2021-06-19 19:20:05,18
2021-06-19 19:25:04,19
2021-06-19 19:30:02,20
2021-06-19 19:35:08,19
2021-06-19 19:40:07,19
2021-06-19 19:45:10,20
2021-06-19 19:50:08,22
2021-06-19 19:55:06,20
2021-06-19 20:00:06,19
2021-06-19 20:05:09,19
2021-06-19 20:10:08,19
2021-06-19 20:15:08,18
2021-06-19 20:20:06,18
2021-06-19 20:25:07,18
2021-06-19 20:30:03,18
2021-06-19 20:35:07,18
2021-06-19 20:40:05,18
2021-06-19 20:45:04,18
2021-06-19 20:50:03,18
2021-06-19 20:55:03,18
2021-06-19 21:00:05,18
2021-06-19 21:05:05,15
2021-06-19 21:10:02,15
2021-06-19 21:15:08,14
2021-06-19 21:20:06,14
2021-06-19 21:25:06,14
2021-06-19 21:30:02,14
2021-06-19 21:35:04,13
2021-06-19 21:40:04,13
2021-06-19 21:45:05,13
2021-06-19 21:50:04,12
2021-06-19 21:55:04,13
2021-06-19 22:00:04,14
2021-06-19 22:05:03,13
2021-06-19 22:10:05,13
2021-06-19 22:15:02,15
2021-06-19 22:20:06,15
2021-06-19 22:25:08,14
2021-06-19 22:30:06,17
2021-06-19 22:35:07,15
2021-06-19 22:40:06,15
2021-06-19 22:45:05,14
2021-06-19 22:50:02,14
2021-06-19 22:55:04,14
2021-06-19 23:00:06,13
2021-06-19 23:05:08,12
2021-06-19 23:10:07,11
2021-06-19 23:15:06,11
2021-06-19 23:20:06,7
2021-06-19 23:25:05,6
2021-06-19 23:30:04,6
2021-06-19 23:35:08,6
2021-06-19 23:40:08,7
2021-06-19 23:45:08,3
2021-06-19 23:50:05,4
2021-06-19 23:55:05,6
2021-06-20 0:00:08,7
2021-06-20 0:05:08,7
2021-06-20 0:10:07,7
2021-06-20 0:15:05,7
2021-06-20 0:20:02,6
2021-06-20 0:25:03,6
2021-06-20 0:30:02,6
2021-06-20 0:35:08,6
2021-06-20 0:40:05,6
2021-06-20 0:45:05,6
2021-06-20 0:50:05,6
2021-06-20 0:55:05,6
2021-06-20 1:00:05,6
2021-06-20 1:05:08,5
2021-06-20 1:10:06,5
2021-06-20 1:15:05,5
2021-06-20 1:20:02,3
2021-06-20 1:25:03,2
2021-06-20 1:30:02,2
2021-06-20 1:35:09,2
2021-06-20 1:40:06,2
2021-06-20 1:45:06,2
2021-06-20 1:50:02,2
2021-06-20 1:55:05,2
2021-06-20 2:00:04,2
2021-06-20 2:05:06,2
2021-06-20 2:10:08,2
2021-06-20 2:15:04,2
2021-06-20 2:20:03,2
2021-06-20 2:25:05,2
2021-06-20 2:30:02,1
2021-06-20 2:35:04,1
2021-06-20 2:40:02,2
2021-06-20 2:45:03,3
2021-06-20 2:50:02,3
2021-06-20 2:55:03,3
2021-06-20 3:00:02,3
2021-06-20 3:05:06,3
2021-06-20 3:10:05,3
2021-06-20 3:15:08,3
2021-06-20 3:20:04,3
2021-06-20 3:25:04,3
2021-06-20 3:30:06,2
2021-06-20 3:35:07,2
2021-06-20 3:40:05,1
2021-06-20 3:45:06,1
2021-06-20 3:50:03,1
2021-06-20 3:55:03,1
2021-06-20 4:00:07,1
2021-06-20 4:05:07,1
2021-06-20 4:10:05,1
2021-06-20 4:15:04,1
2021-06-20 4:20:02,1
2021-06-20 4:25:02,2
2021-06-20 4:30:02,2
2021-06-20 4:35:07,2
2021-06-20 4:40:05,2
2021-06-20 4:45:03,2
2021-06-20 4:50:02,2
2021-06-20 4:55:03,2
2021-06-20 5:00:03,2
2021-06-20 5:05:08,2
2021-06-20 5:10:04,2
2021-06-20 5:15:05,2
2021-06-20 5:20:02,2
2021-06-20 5:25:02,3
2021-06-20 5:30:02,4
2021-06-20 5:35:04,5
2021-06-20 5:40:02,5
2021-06-20 5:45:04,6
2021-06-20 5:50:02,6
2021-06-20 5:55:04,7
2021-06-20 6:00:02,7
2021-06-20 6:05:04,8
2021-06-20 6:10:04,7
2021-06-20 6:15:03,8
2021-06-20 6:20:03,9
2021-06-20 6:25:04,9
2021-06-20 6:30:03,9
2021-06-20 6:35:04,9
2021-06-20 6:40:04,9
2021-06-20 6:45:03,9
2021-06-20 6:50:02,8
2021-06-20 6:55:03,7
2021-06-20 7:00:02,7
2021-06-20 7:05:04,7
2021-06-20 7:10:02,7
2021-06-20 7:15:08,7
2021-06-20 7:20:03,8
2021-06-20 7:25:03,10
2021-06-20 7:30:02,9
2021-06-20 7:35:07,9
2021-06-20 7:40:03,11
2021-06-20 7:45:03,12
2021-06-20 7:50:03,11
2021-06-20 7:55:04,13
2021-06-20 8:00:04,17
2021-06-20 8:05:08,18
2021-06-20 8:10:05,19
2021-06-20 8:15:05,20
2021-06-20 8:20:02,21
2021-06-20 8:25:03,20
2021-06-20 8:30:02,20
2021-06-20 8:35:04,19
2021-06-20 8:40:02,20
2021-06-20 8:45:02,23
2021-06-20 8:50:02,24
2021-06-20 8:55:02,25
2021-06-20 9:00:02,26
2021-06-20 9:05:03,24
2021-06-20 9:10:02,26
2021-06-20 9:15:04,27
2021-06-20 9:20:02,28
2021-06-20 9:25:03,28
2021-06-20 9:30:02,28
2021-06-20 9:35:08,31
2021-06-20 9:40:04,30
2021-06-20 9:45:04,32
2021-06-20 9:50:02,32
2021-06-20 9:55:02,30
2021-06-20 10:00:01,31
2021-06-20 10:05:04,31
2021-06-20 10:10:02,29
2021-06-20 10:15:03,29
2021-06-20 10:20:02,30
2021-06-20 10:25:02,29
2021-06-20 10:30:02,28
2021-06-20 10:35:05,29
2021-06-20 10:40:02,30
2021-06-20 10:45:02,29
2021-06-20 10:50:02,28
2021-06-20 10:55:03,28
2021-06-20 11:00:02,28
2021-06-20 11:05:05,25
2021-06-20 11:10:04,25
2021-06-20 11:15:03,25
2021-06-20 11:20:04,25
2021-06-20 11:25:03,24
2021-06-20 11:30:02,24
2021-06-20 11:35:06,29
2021-06-20 11:40:04,31
2021-06-20 11:45:04,31
2021-06-20 11:50:02,30
2021-06-20 11:55:03,30
2021-06-20 12:00:03,31
2021-06-20 12:05:08,30
2021-06-20 12:10:07,28
2021-06-20 12:15:08,28
2021-06-20 12:20:07,27
2021-06-20 12:25:08,28
2021-06-20 12:30:05,28
2021-06-20 12:35:06,29
2021-06-20 12:40:06,30
2021-06-20 12:45:07,30
2021-06-20 12:50:07,29
2021-06-20 12:55:07,28
2021-06-20 13:00:05,29
2021-06-20 13:05:07,29
2021-06-20 13:10:08,30
2021-06-20 13:15:08,28
2021-06-20 13:20:07,28
2021-06-20 13:25:06,27
2021-06-20 13:30:02,27
2021-06-20 13:35:04,24
2021-06-20 13:40:08,27
2021-06-20 13:45:08,25
2021-06-20 13:50:08,26
2021-06-20 13:55:04,25
2021-06-20 14:00:02,24
2021-06-20 14:05:04,23
2021-06-20 14:10:08,22
2021-06-20 14:15:08,24
2021-06-20 14:20:08,24
2021-06-20 14:25:10,24
2021-06-20 14:30:08,22
2021-06-20 14:35:08,22
2021-06-20 14:40:12,25
2021-06-20 14:45:10,24
2021-06-20 14:50:03,25
2021-06-20 14:55:05,26
2021-06-20 15:00:03,27
2021-06-20 15:05:08,25
2021-06-20 15:10:07,24
2021-06-20 15:15:06,24
2021-06-20 15:20:06,25
2021-06-20 15:25:08,24
2021-06-20 15:30:06,23
2021-06-20 15:35:08,20
2021-06-20 15:40:06,20
2021-06-20 15:45:06,21
2021-06-20 15:50:02,21
2021-06-20 15:55:07,21
2021-06-20 16:00:09,23
2021-06-20 16:05:08,22
2021-06-20 16:10:05,22
2021-06-20 16:15:05,20
2021-06-20 16:20:06,19
2021-06-20 16:25:05,20
2021-06-20 16:30:06,20
2021-06-20 16:35:06,20
2021-06-20 16:40:03,20
2021-06-20 16:45:04,20
2021-06-20 16:50:03,20
2021-06-20 16:55:08,23
2021-06-20 17:00:06,22
2021-06-20 17:05:10,25
2021-06-20 17:10:04,27
2021-06-20 17:15:04,24
2021-06-20 17:20:03,24
2021-06-20 17:25:02,21
2021-06-20 17:30:02,20
2021-06-20 17:35:08,21
2021-06-20 17:40:06,21
2021-06-20 17:45:05,21
2021-06-20 17:50:02,18
2021-06-20 17:55:03,19
2021-06-20 18:00:02,17
2021-06-20 18:05:09,15
2021-06-20 18:10:06,14
2021-06-20 18:15:04,15
2021-06-20 18:20:07,15
2021-06-20 18:25:09,15
2021-06-20 18:30:05,15
2021-06-20 18:35:06,14
2021-06-20 18:40:08,15
2021-06-20 18:45:08,15
2021-06-20 18:50:08,17
2021-06-20 18:55:07,17
2021-06-20 19:00:06,17
2021-06-20 19:05:08,20
2021-06-20 19:10:05,19
2021-06-20 19:15:08,20
2021-06-20 19:20:09,20
2021-06-20 19:25:07,18
2021-06-20 19:30:06,19
2021-06-20 19:35:08,17
2021-06-20 19:40:05,16
2021-06-20 19:45:06,18
2021-06-20 19:50:05,18
2021-06-20 19:55:05,19
2021-06-20 20:00:02,17
2021-06-20 20:05:05,20
2021-06-20 20:10:14,22
2021-06-20 20:15:08,23
2021-06-20 20:20:07,22
2021-06-20 20:25:08,22
2021-06-20 20:30:03,22
2021-06-20 20:35:07,24
2021-06-20 20:40:03,25
2021-06-20 20:45:05,24
2021-06-20 20:50:03,22
2021-06-20 20:55:05,22
2021-06-20 21:00:02,20
2021-06-20 21:05:08,19
2021-06-20 21:10:04,20
2021-06-20 21:15:05,22
2021-06-20 21:20:01,22
2021-06-20 21:25:08,19
2021-06-20 21:30:07,20
2021-06-20 21:35:08,18
2021-06-20 21:40:05,18
2021-06-20 21:45:06,19
2021-06-20 21:50:05,20
2021-06-20 21:55:08,20
2021-06-20 22:00:03,21
2021-06-20 22:05:04,20
2021-06-20 22:10:02,20
2021-06-20 22:15:05,19
2021-06-20 22:20:02,16
2021-06-20 22:25:03,14
2021-06-20 22:30:03,15
2021-06-20 22:35:08,14
2021-06-20 22:40:02,16
2021-06-20 22:45:05,16
2021-06-20 22:50:03,15
2021-06-20 22:55:08,15
2021-06-20 23:00:02,15
2021-06-20 23:05:08,15
2021-06-20 23:10:04,16
2021-06-20 23:15:03,16
2021-06-20 23:20:05,14
2021-06-20 23:25:05,14
2021-06-20 23:30:16,11
2021-06-20 23:35:09,10
2021-06-20 23:40:06,10
2021-06-20 23:45:05,7
2021-06-20 23:50:04,7
2021-06-20 23:55:05,6
2021-06-21 0:00:07,5
2021-06-21 0:05:05,5
2021-06-21 0:10:06,4
2021-06-21 0:15:05,3
2021-06-21 0:20:07,3
2021-06-21 0:25:07,3
2021-06-21 0:30:07,3
2021-06-21 0:35:07,3
2021-06-21 0:40:04,2
2021-06-21 0:45:05,2
2021-06-21 0:50:06,2
2021-06-21 0:55:05,2
2021-06-21 1:00:05,2
2021-06-21 1:05:09,2
2021-06-21 1:10:07,2
2021-06-21 1:15:08,2
2021-06-21 1:20:03,2
2021-06-21 1:25:03,2
2021-06-21 1:30:02,2
2021-06-21 1:35:08,2
2021-06-21 1:40:06,2
2021-06-21 1:45:04,2
2021-06-21 1:50:03,2
2021-06-21 1:55:04,2
2021-06-21 2:00:03,2
2021-06-21 2:05:07,2
2021-06-21 2:10:08,2
2021-06-21 2:15:04,2
2021-06-21 2:20:03,2
2021-06-21 2:25:03,2
2021-06-21 2:30:02,2
2021-06-21 2:35:04,2
2021-06-21 2:40:03,2
2021-06-21 2:45:02,2
2021-06-21 2:50:02,2
2021-06-21 2:55:03,2
2021-06-21 3:00:02,2
2021-06-21 3:05:08,3
2021-06-21 3:10:06,3
2021-06-21 3:15:07,3
2021-06-21 3:20:03,3
2021-06-21 3:25:04,3
2021-06-21 3:30:04,3
2021-06-21 3:35:08,3
2021-06-21 3:40:05,3
2021-06-21 3:45:05,3
2021-06-21 3:50:05,3
2021-06-21 3:55:05,4
2021-06-21 4:00:05,4
2021-06-21 4:05:05,4
2021-06-21 4:10:07,4
2021-06-21 4:15:05,4
2021-06-21 4:20:03,4
2021-06-21 4:25:04,4
2021-06-21 4:30:05,4
2021-06-21 4:35:05,5
2021-06-21 4:40:03,6
2021-06-21 4:45:03,5
2021-06-21 4:50:03,5
2021-06-21 4:55:08,5
2021-06-21 5:00:07,5
2021-06-21 5:05:31,5
2021-06-21 5:10:08,7
2021-06-21 5:15:04,8
2021-06-21 5:20:03,10
2021-06-21 5:25:04,12
2021-06-21 5:30:03,11
2021-06-21 5:35:08,14
2021-06-21 5:40:05,16
2021-06-21 5:45:05,18
2021-06-21 5:50:02,18
2021-06-21 5:55:07,18
2021-06-21 6:00:05,18
2021-06-21 6:05:09,17
2021-06-21 6:10:08,23
2021-06-21 6:15:07,25
2021-06-21 6:20:05,26
2021-06-21 6:25:05,29
2021-06-21 6:30:05,30
2021-06-21 6:35:08,31
2021-06-21 6:40:05,33
2021-06-21 6:45:05,32
2021-06-21 6:50:03,32
2021-06-21 6:55:06,34
2021-06-21 7:00:02,32
2021-06-21 7:05:09,34
2021-06-21 7:10:07,33
2021-06-21 7:15:05,33
2021-06-21 7:20:02,33
2021-06-21 7:25:05,28
2021-06-21 7:30:02,28
2021-06-21 7:35:03,30
2021-06-21 7:40:04,30
2021-06-21 7:45:03,29
2021-06-21 7:50:03,27
2021-06-21 7:55:03,25
2021-06-21 8:00:04,25
2021-06-21 8:05:03,25
2021-06-21 8:10:06,27
2021-06-21 8:15:03,27
2021-06-21 8:20:09,25
2021-06-21 8:25:08,25
2021-06-21 8:30:06,25
2021-06-21 8:35:06,23
2021-06-21 8:40:06,22
2021-06-21 8:45:05,21
2021-06-21 8:50:05,20
2021-06-21 8:55:05,19
2021-06-21 9:00:05,20
2021-06-21 9:05:06,18
2021-06-21 9:10:07,19
2021-06-21 9:15:05,20
2021-06-21 9:20:05,23
2021-06-21 9:25:05,26
2021-06-21 9:30:05,28
2021-06-21 9:35:08,29
2021-06-21 9:40:06,29
2021-06-21 9:45:05,30
2021-06-21 9:50:07,33
2021-06-21 9:55:08,34
2021-06-21 10:00:03,32
2021-06-21 10:05:07,33
2021-06-21 10:10:07,27
2021-06-21 10:15:05,27
2021-06-21 10:20:05,30
2021-06-21 10:25:04,32
2021-06-21 10:30:05,33
2021-06-21 10:35:08,32
2021-06-21 10:40:06,32
2021-06-21 10:45:05,34
2021-06-21 10:50:06,34
2021-06-21 10:55:09,36
2021-06-21 11:00:07,34
2021-06-21 11:05:07,31
2021-06-21 11:10:10,34
2021-06-21 11:15:06,32
2021-06-21 11:20:03,32
2021-06-21 11:25:04,32
2021-06-21 11:30:03,28
2021-06-21 11:35:06,29
2021-06-21 11:40:02,31
2021-06-21 11:45:04,29
2021-06-21 11:50:02,30
2021-06-21 11:55:04,32
2021-06-21 12:00:04,33
2021-06-21 12:05:05,31
2021-06-21 12:10:07,30
2021-06-21 12:15:03,32
2021-06-21 12:20:02,33
2021-06-21 12:25:03,35
2021-06-21 12:30:03,33
2021-06-21 12:35:04,37
2021-06-21 12:40:06,39
2021-06-21 12:45:04,40
2021-06-21 12:50:03,40
2021-06-21 12:55:04,42
2021-06-21 13:00:02,42
2021-06-21 13:05:04,41
2021-06-21 13:10:21,41
2021-06-21 13:15:10,37
2021-06-21 13:20:08,36
2021-06-21 13:25:08,36
2021-06-21 13:30:10,34
2021-06-21 13:35:10,36
2021-06-21 13:40:08,37
2021-06-21 13:45:08,37
2021-06-21 13:50:06,34
2021-06-21 13:55:10,32
2021-06-21 14:00:09,33
2021-06-21 14:05:08,30
2021-06-21 14:10:09,29
2021-06-21 14:15:09,29
2021-06-21 14:20:09,29
2021-06-21 14:25:11,29
2021-06-21 14:30:10,32
2021-06-21 14:35:08,35
2021-06-21 14:40:08,36
2021-06-21 14:45:08,39
2021-06-21 14:50:08,39
2021-06-21 14:55:07,40
2021-06-21 15:00:06,38
2021-06-21 15:05:07,38
2021-06-21 15:10:09,38
2021-06-21 15:15:07,36
2021-06-21 15:20:08,34
2021-06-21 15:25:06,34
2021-06-21 15:30:10,36
2021-06-21 15:35:08,34
2021-06-21 15:40:08,34
2021-06-21 15:45:07,36
2021-06-21 15:50:05,36
2021-06-21 15:55:05,39
2021-06-21 16:00:02,40
2021-06-21 16:05:04,39
2021-06-21 16:10:08,40
2021-06-21 16:15:05,42
2021-06-21 16:20:02,42
2021-06-21 16:25:04,42
2021-06-21 16:30:02,43
2021-06-21 16:35:10,50
2021-06-21 16:40:03,49
2021-06-21 16:45:06,48
2021-06-21 16:50:03,49
2021-06-21 16:55:06,48
2021-06-21 17:00:06,48
2021-06-21 17:05:04,46
2021-06-21 17:10:08,47
2021-06-21 17:15:06,48
2021-06-21 17:20:03,47
2021-06-21 17:25:03,47
2021-06-21 17:30:02,45
2021-06-21 17:35:08,48
2021-06-21 17:40:07,49
2021-06-21 17:45:03,51
2021-06-21 17:50:02,53
2021-06-21 17:55:02,54
2021-06-21 18:00:05,56
2021-06-21 18:05:04,60
2021-06-21 18:10:05,63
2021-06-21 18:15:05,68
2021-06-21 18:20:05,74
2021-06-21 18:25:15,76
2021-06-21 18:30:03,76
2021-06-21 18:35:07,78
2021-06-21 18:40:04,78
2021-06-21 18:45:05,79
2021-06-21 18:50:07,78
2021-06-21 18:55:09,81
2021-06-21 19:00:08,81
2021-06-21 19:05:10,82
2021-06-21 19:10:07,82
2021-06-21 19:15:08,86
2021-06-21 19:20:08,67
2021-06-21 19:25:15,67
2021-06-21 19:30:09,62
2021-06-21 19:35:10,63
2021-06-21 19:40:08,57
2021-06-21 19:45:08,54
2021-06-21 19:50:03,53
2021-06-21 19:55:04,52
2021-06-21 20:00:05,49
2021-06-21 20:05:04,44
2021-06-21 20:10:09,45
2021-06-21 20:15:06,46
2021-06-21 20:20:04,48
2021-06-21 20:25:09,52
2021-06-21 20:30:08,54
2021-06-21 20:35:08,57
2021-06-21 20:40:07,58
2021-06-21 20:46:00,56
2021-06-21 20:50:08,59
2021-06-21 20:55:09,58
2021-06-21 21:00:07,57
2021-06-21 21:05:07,56
2021-06-21 21:10:08,54
2021-06-21 21:15:06,53
2021-06-21 21:20:06,54
2021-06-21 21:25:06,54
2021-06-21 21:30:02,52
2021-06-21 21:35:08,54
2021-06-21 21:40:07,46
2021-06-21 21:45:08,47
2021-06-21 21:50:08,43
2021-06-21 21:55:10,42
2021-06-21 22:00:08,40
2021-06-21 22:05:10,42
2021-06-21 22:10:10,40
2021-06-21 22:15:09,36
2021-06-21 22:20:25,35
2021-06-21 22:25:10,35
2021-06-21 22:30:08,34
2021-06-21 22:35:08,32
2021-06-21 22:40:07,29
2021-06-21 22:45:07,29
2021-06-21 22:50:07,27
2021-06-21 22:55:07,27
2021-06-21 23:00:07,23
2021-06-21 23:05:07,16
2021-06-21 23:10:08,18
2021-06-21 23:15:08,17
2021-06-21 23:20:06,18
2021-06-21 23:25:07,18
2021-06-21 23:30:07,19
2021-06-21 23:35:07,16
2021-06-21 23:40:06,14
2021-06-21 23:45:06,14
2021-06-21 23:50:03,14
2021-06-21 23:55:05,13
2021-06-22 0:00:06,12
2021-06-22 0:05:07,10
2021-06-22 0:10:05,11
2021-06-22 0:15:08,10
2021-06-22 0:20:08,10
2021-06-22 0:25:08,9
2021-06-22 0:30:09,10
2021-06-22 0:35:08,9
2021-06-22 0:40:07,9
2021-06-22 0:45:08,8
2021-06-22 0:50:05,7
2021-06-22 0:55:08,6
2021-06-22 1:00:06,6
2021-06-22 1:05:08,5
2021-06-22 1:10:06,5
2021-06-22 1:15:08,4
2021-06-22 1:20:06,4
2021-06-22 1:25:07,4
2021-06-22 1:30:06,4
2021-06-22 1:35:08,5
2021-06-22 1:40:07,5
2021-06-22 1:45:07,4
2021-06-22 1:50:08,4
2021-06-22 1:55:07,4
2021-06-22 2:00:07,4
2021-06-22 2:05:07,4
2021-06-22 2:10:07,4
2021-06-22 2:15:07,3
2021-06-22 2:20:08,3
2021-06-22 2:25:06,3
2021-06-22 2:30:05,3
2021-06-22 2:35:07,3
2021-06-22 2:40:06,3
2021-06-22 2:45:06,2
2021-06-22 2:50:06,2
2021-06-22 2:55:08,2
2021-06-22 3:00:05,1
2021-06-22 3:05:04,1
2021-06-22 3:10:06,1
2021-06-22 3:15:08,1
2021-06-22 3:20:06,1
2021-06-22 3:25:07,1
2021-06-22 3:30:06,1
2021-06-22 3:35:08,1
2021-06-22 3:40:06,1
2021-06-22 3:45:07,2
2021-06-22 3:50:02,2
2021-06-22 3:55:07,3
2021-06-22 4:00:06,3
2021-06-22 4:05:08,3
2021-06-22 4:10:06,4
2021-06-22 4:15:07,4
2021-06-22 4:20:06,4
2021-06-22 4:25:08,5
2021-06-22 4:30:06,5
2021-06-22 4:35:05,6
2021-06-22 4:40:06,6
2021-06-22 4:45:05,6
2021-06-22 4:50:06,6
2021-06-22 4:55:04,7
2021-06-22 5:00:06,8
2021-06-22 5:05:08,9
2021-06-22 5:10:08,11
2021-06-22 5:15:08,12
2021-06-22 5:20:06,11
2021-06-22 5:25:08,11
2021-06-22 5:30:07,13
2021-06-22 5:35:07,14
2021-06-22 5:40:06,16
2021-06-22 5:45:04,18
2021-06-22 5:50:01,21
2021-06-22 5:55:08,22
2021-06-22 6:00:04,20
2021-06-22 6:05:07,25
2021-06-22 6:10:09,25
2021-06-22 6:15:08,31
2021-06-22 6:20:06,33
2021-06-22 6:25:07,37
2021-06-22 6:30:06,38
2021-06-22 6:35:08,40
2021-06-22 6:40:05,42
2021-06-22 6:45:07,44
2021-06-22 6:50:06,44
2021-06-22 6:55:07,44
2021-06-22 7:00:07,44
2021-06-22 7:05:07,45
2021-06-22 7:10:06,45
2021-06-22 7:15:08,42
2021-06-22 7:20:06,42
2021-06-22 7:25:08,38
2021-06-22 7:30:02,39
2021-06-22 7:35:08,39
2021-06-22 7:40:05,37
2021-06-22 7:45:04,33
2021-06-22 7:50:06,31
2021-06-22 7:55:08,31
2021-06-22 8:00:06,29
2021-06-22 8:05:08,24
2021-06-22 8:10:08,22
2021-06-22 8:15:08,21
2021-06-22 8:20:07,20
2021-06-22 8:25:08,22
2021-06-22 8:30:06,23
2021-06-22 8:35:07,22
2021-06-22 8:40:04,23
2021-06-22 8:45:03,23
2021-06-22 8:50:04,24
2021-06-22 8:55:08,23
2021-06-22 9:00:07,26
2021-06-22 9:05:08,25
2021-06-22 9:10:07,25
2021-06-22 9:15:08,26
2021-06-22 9:20:07,30
2021-06-22 9:25:08,34
2021-06-22 9:30:06,35
2021-06-22 9:35:07,34
2021-06-22 9:40:06,35
2021-06-22 9:45:07,34
2021-06-22 9:50:06,33
2021-06-22 9:55:06,32
2021-06-22 10:00:06,31
2021-06-22 10:05:08,28
2021-06-22 10:10:06,25
2021-06-22 10:15:07,24
2021-06-22 10:20:08,25
2021-06-22 10:25:06,24
2021-06-22 10:30:06,26
2021-06-22 10:35:07,27
2021-06-22 10:40:06,27
2021-06-22 10:45:07,28
2021-06-22 10:50:06,30
2021-06-22 10:55:06,30
2021-06-22 11:00:07,32
2021-06-22 11:05:07,30
2021-06-22 11:10:08,31
2021-06-22 11:15:11,33
2021-06-22 11:20:06,33
2021-06-22 11:25:06,30
2021-06-22 11:30:06,31
2021-06-22 11:35:08,29
2021-06-22 11:40:02,28
2021-06-22 11:45:04,26
2021-06-22 11:50:05,28
2021-06-22 11:55:09,29
2021-06-22 12:00:06,31
2021-06-22 12:05:10,31
2021-06-22 12:10:19,31
2021-06-22 12:15:09,31
2021-06-22 12:20:09,32
2021-06-22 12:25:10,35
2021-06-22 12:30:11,38
2021-06-22 12:35:08,40
2021-06-22 12:40:18,40
2021-06-22 12:45:10,40
2021-06-22 12:50:09,40
2021-06-22 12:55:08,40
2021-06-22 13:00:05,41
2021-06-22 13:05:08,41
2021-06-22 13:10:09,40
2021-06-22 13:15:08,42
2021-06-22 13:20:06,40
2021-06-22 13:25:08,40
2021-06-22 13:30:06,38
2021-06-22 13:35:07,36
2021-06-22 13:40:07,32
2021-06-22 13:45:06,29
2021-06-22 13:50:06,26
2021-06-22 13:55:06,26
2021-06-22 14:00:08,25
2021-06-22 14:05:07,24
2021-06-22 14:10:05,27
2021-06-22 14:15:08,28
2021-06-22 14:20:06,29
2021-06-22 14:25:08,28
2021-06-22 14:30:07,29
2021-06-22 14:35:07,29
2021-06-22 14:40:07,28
2021-06-22 14:45:09,27
2021-06-22 14:50:06,30
2021-06-22 14:55:07,30
2021-06-22 15:00:06,32
2021-06-22 15:05:07,32
2021-06-22 15:10:07,29
2021-06-22 15:15:07,28
2021-06-22 15:20:07,27
2021-06-22 15:25:08,26
2021-06-22 15:30:07,30
2021-06-22 15:35:08,30
2021-06-22 15:40:07,30
2021-06-22 15:45:08,30
2021-06-22 15:50:06,27
2021-06-22 15:55:05,26
2021-06-22 16:00:03,27
2021-06-22 16:05:02,28
2021-06-22 16:10:02,26
2021-06-22 16:15:08,26
2021-06-22 16:20:05,27
2021-06-22 16:25:08,33
2021-06-22 16:30:07,36
2021-06-22 16:35:07,35
2021-06-22 16:40:07,37
2021-06-22 16:45:08,37
2021-06-22 16:50:06,40
2021-06-22 16:55:05,40
2021-06-22 17:00:06,43
2021-06-22 17:05:06,44
2021-06-22 17:10:06,42
2021-06-22 17:15:09,45
2021-06-22 17:20:06,45
2021-06-22 17:25:06,51
2021-06-22 17:30:06,53
2021-06-22 17:35:08,59
2021-06-22 17:40:08,58
2021-06-22 17:45:07,59
2021-06-22 17:50:08,58
2021-06-22 17:55:05,61
2021-06-22 18:00:06,63
2021-06-22 18:05:09,63
2021-06-22 18:10:06,64
2021-06-22 18:15:05,60
2021-06-22 18:20:05,60
2021-06-22 18:25:09,64
2021-06-22 18:30:06,71
2021-06-22 18:35:08,71
2021-06-22 18:40:06,70
2021-06-22 18:45:07,67
2021-06-22 18:50:03,64
2021-06-22 18:55:02,64
2021-06-22 19:00:05,65
2021-06-22 19:05:07,64
2021-06-22 19:10:08,63
2021-06-22 19:15:08,62
2021-06-22 19:20:06,57
2021-06-22 19:25:06,59
2021-06-22 19:30:07,59
2021-06-22 19:35:08,53
2021-06-22 19:40:06,47
2021-06-22 19:45:07,46
2021-06-22 19:50:03,45
2021-06-22 19:55:08,45
2021-06-22 20:00:06,45
2021-06-22 20:05:07,44
2021-06-22 20:10:02,44
2021-06-22 20:15:08,43
2021-06-22 20:20:05,44
2021-06-22 20:25:07,43
2021-06-22 20:30:05,38
2021-06-22 20:35:05,33
2021-06-22 20:40:07,32
2021-06-22 20:45:05,33
2021-06-22 20:50:07,32
2021-06-22 20:55:07,30
2021-06-22 21:00:06,30
2021-06-22 21:05:07,29
2021-06-22 21:10:06,28
2021-06-22 21:15:08,30
2021-06-22 21:20:06,32
2021-06-22 21:25:05,30
2021-06-22 21:30:02,31
2021-06-22 21:35:09,29
2021-06-22 21:40:06,26
2021-06-22 21:45:08,24
2021-06-22 21:50:06,25
2021-06-22 21:55:05,25
2021-06-22 22:00:06,24
2021-06-22 22:05:04,22
2021-06-22 22:10:03,21
2021-06-22 22:15:06,19
2021-06-22 22:20:05,19
2021-06-22 22:25:08,21
2021-06-22 22:30:02,20
2021-06-22 22:35:08,19
2021-06-22 22:40:02,20
2021-06-22 22:45:07,20
2021-06-22 22:50:05,20
