Time,Capacity
2021-06-16 1:15:07,4
2021-06-16 1:20:06,4
2021-06-16 1:25:07,4
2021-06-16 1:30:05,4
2021-06-16 1:35:08,2
2021-06-16 1:40:08,2
2021-06-16 1:45:06,2
2021-06-16 1:50:06,2
2021-06-16 1:55:08,2
2021-06-16 2:00:08,2
2021-06-16 2:05:06,2
2021-06-16 2:10:07,2
2021-06-16 2:15:04,2
2021-06-16 2:20:04,2
2021-06-16 2:25:03,2
2021-06-16 2:30:02,2
2021-06-16 2:35:07,2
2021-06-16 2:40:06,2
2021-06-16 2:45:04,2
2021-06-16 2:50:04,2
2021-06-16 2:55:03,1
2021-06-16 3:00:02,0
2021-06-16 3:05:04,0
2021-06-16 3:10:04,0
2021-06-16 3:15:02,0
2021-06-16 3:20:02,0
2021-06-16 3:25:05,1
2021-06-16 3:30:02,1
2021-06-16 3:35:04,1
2021-06-16 3:40:04,1
2021-06-16 3:45:05,1
2021-06-16 3:50:03,1
2021-06-16 3:55:04,2
2021-06-16 4:00:02,3
2021-06-16 4:05:09,4
2021-06-16 4:10:08,4
2021-06-16 4:15:05,4
2021-06-16 4:20:05,5
2021-06-16 4:25:04,6
2021-06-16 4:30:02,6
2021-06-16 4:35:05,7
2021-06-16 4:40:04,7
2021-06-16 4:45:05,8
2021-06-16 4:50:03,8
2021-06-16 4:55:03,9
2021-06-16 5:00:04,9
2021-06-16 5:05:03,11
2021-06-16 5:10:10,12
2021-06-16 5:15:04,13
2021-06-16 5:20:04,13
2021-06-16 5:25:03,14
2021-06-16 5:30:03,14
2021-06-16 5:35:02,16
2021-06-16 5:40:03,19
2021-06-16 5:45:02,20
2021-06-16 5:50:04,23
2021-06-16 5:55:03,24
2021-06-16 6:00:03,26
2021-06-16 6:05:03,27
2021-06-16 6:10:03,29
2021-06-16 6:15:04,30
2021-06-16 6:20:04,32
2021-06-16 6:25:03,36
2021-06-16 6:30:02,40
2021-06-16 6:35:03,41
2021-06-16 6:40:02,41
2021-06-16 6:45:08,40
2021-06-16 6:50:05,41
2021-06-16 6:55:05,43
2021-06-16 7:00:04,42
2021-06-16 7:05:04,40
2021-06-16 7:10:04,40
2021-06-16 7:15:04,40
2021-06-16 7:20:04,40
2021-06-16 7:25:03,42
2021-06-16 7:30:03,42
2021-06-16 7:35:02,41
2021-06-16 7:40:03,38
2021-06-16 7:45:03,35
2021-06-16 7:50:03,36
2021-06-16 7:55:04,33
2021-06-16 8:00:03,32
2021-06-16 8:05:03,27
2021-06-16 8:10:03,27
2021-06-16 8:15:03,24
2021-06-16 8:20:03,25
2021-06-16 8:25:02,23
2021-06-16 8:30:03,21
2021-06-16 8:35:07,19
2021-06-16 8:40:06,18
2021-06-16 8:45:05,17
2021-06-16 8:50:04,17
2021-06-16 8:55:03,17
2021-06-16 9:00:03,17
2021-06-16 9:05:05,18
2021-06-16 9:10:09,19
2021-06-16 9:15:06,20
2021-06-16 9:20:05,22
2021-06-16 9:25:03,25
2021-06-16 9:30:02,24
2021-06-16 9:35:02,25
2021-06-16 9:40:04,23
2021-06-16 9:45:04,24
2021-06-16 9:50:02,24
2021-06-16 9:55:02,25
2021-06-16 10:00:03,24
2021-06-16 10:05:03,23
2021-06-16 10:10:07,22
2021-06-16 10:15:04,21
2021-06-16 10:20:03,22
2021-06-16 10:25:03,22
2021-06-16 10:30:03,21
2021-06-16 10:35:02,23
2021-06-16 10:40:05,23
2021-06-16 10:45:04,24
2021-06-16 10:50:03,25
2021-06-16 10:55:03,24
2021-06-16 11:00:03,25
2021-06-16 11:05:04,28
2021-06-16 11:10:04,28
2021-06-16 11:15:04,29
2021-06-16 11:20:04,28
2021-06-16 11:25:03,28
2021-06-16 11:30:03,27
2021-06-16 11:35:04,28
2021-06-16 11:40:03,26
2021-06-16 11:45:04,30
2021-06-16 11:50:04,31
2021-06-16 11:55:02,35
2021-06-16 12:00:03,36
2021-06-16 12:05:03,36
2021-06-16 12:10:02,38
2021-06-16 12:15:04,40
2021-06-16 12:20:03,38
2021-06-16 12:25:02,38
2021-06-16 12:30:03,36
2021-06-16 12:35:03,37
2021-06-16 12:40:04,35
2021-06-16 12:45:02,33
2021-06-16 12:50:04,33
2021-06-16 12:55:03,35
2021-06-16 13:00:03,35
2021-06-16 13:05:03,34
2021-06-16 13:10:02,32
2021-06-16 13:15:03,33
2021-06-16 13:20:04,30
2021-06-16 13:25:03,30
2021-06-16 13:30:03,25
2021-06-16 13:35:03,25
2021-06-16 13:40:04,24
2021-06-16 13:45:04,25
2021-06-16 13:50:02,26
2021-06-16 13:55:02,26
2021-06-16 14:00:03,25
2021-06-16 14:05:09,23
2021-06-16 14:10:09,23
2021-06-16 14:15:05,23
2021-06-16 14:20:07,23
2021-06-16 14:25:05,22
2021-06-16 14:30:06,20
2021-06-16 14:35:07,20
2021-06-16 14:40:04,20
2021-06-16 14:45:03,23
2021-06-16 14:50:08,22
2021-06-16 14:55:05,23
2021-06-16 15:00:06,24
2021-06-16 15:05:08,27
2021-06-16 15:10:09,30
2021-06-16 15:15:06,28
2021-06-16 15:20:07,28
2021-06-16 15:25:03,28
2021-06-16 15:30:05,28
2021-06-16 15:35:06,29
2021-06-16 15:40:16,30
2021-06-16 15:45:08,30
2021-06-16 15:50:08,29
2021-06-16 15:55:09,29
2021-06-16 16:00:07,28
2021-06-16 16:05:07,27
2021-06-16 16:10:08,30
2021-06-16 16:15:08,30
2021-06-16 16:20:11,31
2021-06-16 16:25:09,32
2021-06-16 16:30:11,33
2021-06-16 16:35:08,34
2021-06-16 16:40:08,35
2021-06-16 16:45:08,34
2021-06-16 16:50:09,33
2021-06-16 16:55:05,36
2021-06-16 17:00:06,36
2021-06-16 17:05:05,38
2021-06-16 17:10:05,41
2021-06-16 17:15:06,42
2021-06-16 17:20:07,45
2021-06-16 17:25:08,42
2021-06-16 17:30:08,39
2021-06-16 17:35:13,38
2021-06-16 17:40:09,40
2021-06-16 17:45:14,43
2021-06-16 17:50:08,41
2021-06-16 17:55:07,40
2021-06-16 18:00:07,40
2021-06-16 18:05:04,39
2021-06-16 18:10:07,41
2021-06-16 18:15:08,42
2021-06-16 18:20:07,44
2021-06-16 18:25:08,46
2021-06-16 18:30:07,48
2021-06-16 18:35:06,50
2021-06-16 18:40:07,49
2021-06-16 18:45:06,47
2021-06-16 18:50:08,47
2021-06-16 18:55:09,45
2021-06-16 19:00:07,48
2021-06-16 19:05:07,52
2021-06-16 19:10:08,52
2021-06-16 19:15:08,54
2021-06-16 19:20:03,54
2021-06-16 19:25:02,55
2021-06-16 19:30:05,58
2021-06-16 19:35:03,58
2021-06-16 19:40:06,49
2021-06-16 19:46:16,47
2021-06-16 19:50:08,47
2021-06-16 19:55:06,49
2021-06-16 20:00:05,52
2021-06-16 20:05:06,51
2021-06-16 20:10:06,55
2021-06-16 20:15:05,61
2021-06-16 20:20:09,61
2021-06-16 20:25:06,54
2021-06-16 20:30:05,53
2021-06-16 20:35:06,54
2021-06-16 20:40:07,55
2021-06-16 20:45:06,57
2021-06-16 20:50:08,60
2021-06-16 20:55:07,55
2021-06-16 21:00:06,49
2021-06-16 21:05:06,44
2021-06-16 21:10:06,41
2021-06-16 21:15:07,40
2021-06-16 21:20:05,39
2021-06-16 21:25:07,40
2021-06-16 21:30:05,37
2021-06-16 21:35:02,36
2021-06-16 21:40:07,35
2021-06-16 21:45:03,36
2021-06-16 21:50:03,41
2021-06-16 21:55:04,39
2021-06-16 22:00:04,38
2021-06-16 22:05:04,34
2021-06-16 22:10:08,33
2021-06-16 22:15:02,35
2021-06-16 22:20:04,38
2021-06-16 22:25:03,36
2021-06-16 22:30:04,36
2021-06-16 22:35:03,37
2021-06-16 22:40:02,37
2021-06-16 22:45:08,32
2021-06-16 22:50:04,30
2021-06-16 22:55:04,31
2021-06-16 23:00:03,29
2021-06-16 23:05:04,28
2021-06-16 23:10:07,25
2021-06-16 23:15:08,22
2021-06-16 23:20:05,20
2021-06-16 23:25:06,13
2021-06-16 23:30:05,11
2021-06-16 23:35:07,11
2021-06-16 23:40:07,9
2021-06-16 23:45:06,9
2021-06-16 23:50:07,8
2021-06-16 23:55:07,7
2021-06-17 0:00:08,5
2021-06-17 0:05:07,5
2021-06-17 0:10:06,5
2021-06-17 0:15:08,5
2021-06-17 0:20:09,4
2021-06-17 0:25:08,4
2021-06-17 0:30:08,4
2021-06-17 0:35:08,3
2021-06-17 0:40:09,4
2021-06-17 0:45:07,4
2021-06-17 0:50:07,4
2021-06-17 0:55:07,5
2021-06-17 1:00:07,5
2021-06-17 1:05:06,5
2021-06-17 1:10:03,5
2021-06-17 1:15:04,5
2021-06-17 1:20:02,5
2021-06-17 1:25:02,5
2021-06-17 1:30:02,5
2021-06-17 1:35:04,5
2021-06-17 1:40:03,4
2021-06-17 1:45:02,4
2021-06-17 1:50:02,4
2021-06-17 1:55:03,4
2021-06-17 2:00:03,3
2021-06-17 2:05:03,3
2021-06-17 2:10:07,3
2021-06-17 2:15:05,3
2021-06-17 2:20:05,3
2021-06-17 2:25:03,3
2021-06-17 2:30:03,2
2021-06-17 2:35:02,2
2021-06-17 2:40:04,2
2021-06-17 2:45:03,2
2021-06-17 2:50:03,2
2021-06-17 2:55:02,1
2021-06-17 3:00:03,1
2021-06-17 3:05:03,1
2021-06-17 3:10:04,1
2021-06-17 3:15:04,1
2021-06-17 3:20:03,1
2021-06-17 3:25:04,1
2021-06-17 3:30:03,1
2021-06-17 3:35:03,1
2021-06-17 3:40:03,1
2021-06-17 3:45:03,1
2021-06-17 3:50:04,1
2021-06-17 3:55:03,2
2021-06-17 4:00:02,2
2021-06-17 4:05:03,2
2021-06-17 4:10:04,2
2021-06-17 4:15:04,2
2021-06-17 4:20:02,2
2021-06-17 4:25:03,2
2021-06-17 4:30:03,2
2021-06-17 4:35:02,2
2021-06-17 4:40:03,5
2021-06-17 4:45:04,5
2021-06-17 4:50:03,5
2021-06-17 4:55:03,6
2021-06-17 5:00:04,6
2021-06-17 5:05:04,8
2021-06-17 5:10:04,9
2021-06-17 5:15:03,10
2021-06-17 5:20:06,12
2021-06-17 5:25:04,13
2021-06-17 5:30:08,15
2021-06-17 5:35:06,18
2021-06-17 5:40:02,20
2021-06-17 5:45:05,21
2021-06-17 5:50:07,23
2021-06-17 5:55:03,24
2021-06-17 6:00:03,23
2021-06-17 6:05:03,24
2021-06-17 6:10:04,27
2021-06-17 6:15:02,28
2021-06-17 6:20:03,29
2021-06-17 6:25:03,32
2021-06-17 6:30:02,36
2021-06-17 6:35:02,37
2021-06-17 6:40:04,39
2021-06-17 6:45:04,40
2021-06-17 6:50:06,40
2021-06-17 6:55:02,39
2021-06-17 7:00:05,36
2021-06-17 7:05:05,33
2021-06-17 7:10:04,32
2021-06-17 7:15:05,34
2021-06-17 7:20:04,33
2021-06-17 7:25:03,31
2021-06-17 7:30:03,30
2021-06-17 7:35:05,30
2021-06-17 7:40:03,28
2021-06-17 7:45:05,29
2021-06-17 7:50:03,26
2021-06-17 7:55:02,23
2021-06-17 8:00:05,21
2021-06-17 8:05:02,21
2021-06-17 8:10:04,20
2021-06-17 8:15:06,20
2021-06-17 8:20:03,19
2021-06-17 8:25:03,19
2021-06-17 8:30:04,18
2021-06-17 8:35:04,18
2021-06-17 8:40:05,19
2021-06-17 8:45:05,18
2021-06-17 8:50:04,18
2021-06-17 8:55:03,16
2021-06-17 9:00:05,16
2021-06-17 9:05:03,18
2021-06-17 9:10:07,17
2021-06-17 9:15:07,17
2021-06-17 9:20:02,17
2021-06-17 9:25:02,24
2021-06-17 9:30:02,26
2021-06-17 9:35:02,27
2021-06-17 9:40:02,28
2021-06-17 9:45:02,31
2021-06-17 9:50:03,32
2021-06-17 9:55:02,30
2021-06-17 10:00:02,31
2021-06-17 10:05:07,30
2021-06-17 10:10:08,30
2021-06-17 10:15:07,29
2021-06-17 10:20:07,30
2021-06-17 10:25:08,31
2021-06-17 10:30:19,32
2021-06-17 10:40:08,29
2021-06-17 10:45:07,30
2021-06-17 10:50:10,30
2021-06-17 10:55:10,30
2021-06-17 11:00:07,35
2021-06-17 11:05:08,35
2021-06-17 11:10:13,33
2021-06-17 11:15:09,33
2021-06-17 11:20:07,34
2021-06-17 11:25:03,35
2021-06-17 11:30:03,35
2021-06-17 11:35:09,30
2021-06-17 11:40:09,29
2021-06-17 11:45:08,24
2021-06-17 11:50:08,24
2021-06-17 11:55:09,22
2021-06-17 12:00:07,22
2021-06-17 12:05:08,23
2021-06-17 12:11:06,21
2021-06-17 12:15:07,22
2021-06-17 12:20:07,23
2021-06-17 12:25:08,22
2021-06-17 12:30:07,23
2021-06-17 12:35:09,24
2021-06-17 12:40:06,25
2021-06-17 12:45:08,26
2021-06-17 12:50:06,26
2021-06-17 12:55:03,25
2021-06-17 13:00:05,24
2021-06-17 13:05:06,25
2021-06-17 13:10:07,25
2021-06-17 13:15:06,28
2021-06-17 13:20:06,26
2021-06-17 13:25:06,26
2021-06-17 13:30:03,26
2021-06-17 13:35:04,25
2021-06-17 13:40:02,26
2021-06-17 13:45:05,27
2021-06-17 13:50:03,26
2021-06-17 13:55:03,26
2021-06-17 14:00:06,25
2021-06-17 14:05:03,27
2021-06-17 14:10:04,28
2021-06-17 14:15:04,30
2021-06-17 14:20:03,30
2021-06-17 14:25:03,31
2021-06-17 14:30:08,31
2021-06-17 14:35:07,30
2021-06-17 14:40:07,34
2021-06-17 14:50:07,38
2021-06-17 14:55:08,34
2021-06-17 15:00:07,32
2021-06-17 15:05:08,31
2021-06-17 15:10:08,32
2021-06-17 15:15:07,34
2021-06-17 15:20:08,32
2021-06-17 15:25:07,32
2021-06-17 15:30:06,32
2021-06-17 15:35:07,30
2021-06-17 15:40:08,28
2021-06-17 15:45:07,27
2021-06-17 15:50:08,27
2021-06-17 15:55:08,27
2021-06-17 16:00:08,26
2021-06-17 16:05:20,25
2021-06-17 16:10:11,23
2021-06-17 16:15:05,25
2021-06-17 16:20:05,23
2021-06-17 16:25:07,23
2021-06-17 16:30:09,23
2021-06-17 16:35:03,27
2021-06-17 16:40:03,26
2021-06-17 16:45:03,27
2021-06-17 16:50:03,29
2021-06-17 16:55:03,32
2021-06-17 17:00:05,35
2021-06-17 17:05:02,36
2021-06-17 17:10:02,36
2021-06-17 17:15:03,33
2021-06-17 17:20:04,33
2021-06-17 17:25:03,35
2021-06-17 17:30:03,37
2021-06-17 17:35:03,38
2021-06-17 17:40:03,40
2021-06-17 17:45:04,40
2021-06-17 17:50:04,42
2021-06-17 17:55:03,46
2021-06-17 18:00:04,52
2021-06-17 18:05:03,56
2021-06-17 18:10:04,56
2021-06-17 18:15:02,54
2021-06-17 18:20:03,54
2021-06-17 18:25:02,52
2021-06-17 18:30:03,53
2021-06-17 18:35:03,50
2021-06-17 18:40:04,47
2021-06-17 18:45:03,47
2021-06-17 18:50:04,48
2021-06-17 18:55:04,43
2021-06-17 19:00:04,39
2021-06-17 19:05:07,38
2021-06-17 19:10:09,38
2021-06-17 19:15:12,36
2021-06-17 19:20:30,36
2021-06-17 19:25:07,39
2021-06-17 19:30:07,41
2021-06-17 19:35:08,44
2021-06-17 19:41:16,45
2021-06-17 19:45:15,46
2021-06-17 19:50:10,45
2021-06-17 19:55:06,47
2021-06-17 20:00:07,48
2021-06-17 20:05:05,45
2021-06-17 20:10:01,44
2021-06-17 20:15:10,44
2021-06-17 20:20:10,43
2021-06-17 20:25:02,42
2021-06-17 20:30:08,43
2021-06-17 20:35:07,47
2021-06-17 20:40:11,45
2021-06-17 20:45:09,43
2021-06-17 20:50:08,42
2021-06-17 20:55:07,45
2021-06-17 21:00:08,43
2021-06-17 21:05:07,40
2021-06-17 21:10:09,43
2021-06-17 21:15:07,43
2021-06-17 21:20:07,42
2021-06-17 21:25:08,42
2021-06-17 21:30:08,38
2021-06-17 21:35:08,36
2021-06-17 21:40:08,39
2021-06-17 21:45:09,37
2021-06-17 21:50:05,35
2021-06-17 21:55:08,31
2021-06-17 22:00:05,29
2021-06-17 22:05:08,33
2021-06-17 22:10:05,33
2021-06-17 22:15:08,29
2021-06-17 22:20:34,25
2021-06-17 22:25:08,27
2021-06-17 22:30:08,25
2021-06-17 22:35:08,24
2021-06-17 22:40:07,23
2021-06-17 22:45:08,21
2021-06-17 22:50:07,20
2021-06-17 22:55:08,20
2021-06-17 23:00:05,19
2021-06-17 23:05:05,17
2021-06-17 23:10:05,18
2021-06-17 23:15:07,17
2021-06-17 23:20:05,17
2021-06-17 23:25:05,16
2021-06-17 23:30:04,15
2021-06-17 23:35:07,13
2021-06-17 23:40:08,11
2021-06-17 23:45:06,15
2021-06-17 23:50:04,12
2021-06-17 23:55:06,12
2021-06-18 0:00:02,12
2021-06-18 0:05:04,11
2021-06-18 6:46:48,36
2021-06-18 6:51:35,33
2021-06-18 7:24:12,29
2021-06-18 9:25:07,34
2021-06-18 10:20:03,33
2021-06-18 10:25:04,32
2021-06-18 10:30:04,32
2021-06-18 10:35:03,31
2021-06-18 10:40:03,28
2021-06-18 10:45:04,25
2021-06-18 10:50:03,25
2021-06-18 10:55:03,25
2021-06-18 11:00:03,26
2021-06-18 11:05:04,30
2021-06-18 11:10:03,31
2021-06-18 11:30:53,31
2021-06-18 11:35:12,31
2021-06-18 11:40:08,30
2021-06-18 11:45:11,30
2021-06-18 11:50:11,29
2021-06-18 11:55:08,29
2021-06-18 12:00:09,32
2021-06-18 12:05:08,32
2021-06-18 12:10:06,35
2021-06-18 12:15:08,31
2021-06-18 12:20:08,30
2021-06-18 12:25:08,30
2021-06-18 12:30:08,33
2021-06-18 12:35:08,33
2021-06-18 12:40:07,32
2021-06-18 12:45:06,36
2021-06-18 12:50:08,37
2021-06-18 12:55:09,38
2021-06-18 13:00:08,38
2021-06-18 13:05:10,37
2021-06-18 13:10:08,34
2021-06-18 13:15:08,34
2021-06-18 13:20:07,35
2021-06-18 13:25:07,34
2021-06-18 13:30:07,34
2021-06-18 13:35:08,29
2021-06-18 13:40:05,28
2021-06-18 13:45:08,27
2021-06-18 13:50:10,27
2021-06-18 13:55:08,25
2021-06-18 14:00:07,24
2021-06-18 14:05:07,26
2021-06-18 14:10:07,29
2021-06-18 14:15:06,31
2021-06-18 14:20:09,33
2021-06-18 14:25:08,32
2021-06-18 14:30:09,33
2021-06-18 14:35:16,34
2021-06-18 14:40:09,32
2021-06-18 14:45:08,30
2021-06-18 14:50:05,29
2021-06-18 14:55:07,28
2021-06-18 15:00:09,27
2021-06-18 15:05:08,26
2021-06-18 15:15:09,29
2021-06-18 15:20:08,30
2021-06-18 15:25:08,30
2021-06-18 15:30:08,28
2021-06-18 15:35:08,27
2021-06-18 15:40:08,29
2021-06-18 15:45:08,29
2021-06-18 15:50:05,30
2021-06-18 15:55:08,27
2021-06-18 16:00:08,27
2021-06-18 16:05:04,28
2021-06-18 16:10:05,30
2021-06-18 16:15:07,32
2021-06-18 16:20:06,32
2021-06-18 16:25:05,34
2021-06-18 16:30:04,33
2021-06-18 16:35:08,33
2021-06-18 16:40:04,31
2021-06-18 16:45:07,33
2021-06-18 16:50:08,36
2021-06-18 16:55:09,36
2021-06-18 17:00:11,36
2021-06-18 17:05:08,37
2021-06-18 17:10:08,36
2021-06-18 17:15:05,37
2021-06-18 17:20:08,40
2021-06-18 17:25:08,38
2021-06-18 17:30:07,39
2021-06-18 17:35:08,37
2021-06-18 17:40:08,38
2021-06-18 17:45:08,37
2021-06-18 17:50:08,35
2021-06-18 17:55:09,31
2021-06-18 18:00:08,30
2021-06-18 18:05:07,29
2021-06-18 18:10:08,29
2021-06-18 18:15:08,28
2021-06-18 18:20:06,27
2021-06-18 18:25:07,25
2021-06-18 18:30:06,27
2021-06-18 18:35:07,28
2021-06-18 18:40:08,27
2021-06-18 18:45:08,27
2021-06-18 18:50:07,26
2021-06-18 18:55:07,26
2021-06-18 19:00:07,28
2021-06-18 19:05:08,30
2021-06-18 19:10:06,29
2021-06-18 19:15:06,29
2021-06-18 19:20:04,30
2021-06-18 19:25:06,30
2021-06-18 19:30:04,31
2021-06-18 19:35:07,30
2021-06-18 19:40:06,32
2021-06-18 19:45:10,32
2021-06-18 19:50:05,26
2021-06-18 19:55:06,25
2021-06-18 20:00:07,24
2021-06-18 20:05:10,21
2021-06-18 20:10:05,20
2021-06-18 20:15:06,21
2021-06-18 20:20:05,21
2021-06-18 20:25:07,22
2021-06-18 20:30:04,25
2021-06-18 20:35:08,24
2021-06-18 20:40:06,23
2021-06-18 20:45:06,23
2021-06-18 20:50:08,21
2021-06-18 20:55:07,21
2021-06-18 21:00:08,21
2021-06-18 21:05:08,22
2021-06-18 21:10:06,20
2021-06-18 21:15:08,20
2021-06-18 21:20:07,19
2021-06-18 21:25:08,16
2021-06-18 21:30:04,17
2021-06-18 21:35:07,17
2021-06-18 21:40:04,17
2021-06-18 21:45:04,16
2021-06-18 21:50:05,17
2021-06-18 21:55:04,14
2021-06-18 22:00:07,12
2021-06-18 22:05:08,13
2021-06-18 22:10:06,14
2021-06-18 22:15:06,13
2021-06-18 22:20:06,13
2021-06-18 22:25:07,13
2021-06-18 22:30:05,14
2021-06-18 22:35:08,13
2021-06-18 22:40:05,14
2021-06-18 22:45:06,13
2021-06-18 22:50:10,14
2021-06-18 22:55:08,14
2021-06-18 23:00:06,14
2021-06-18 23:05:08,15
2021-06-18 23:10:08,15
2021-06-18 23:15:08,15
2021-06-18 23:20:08,13
2021-06-18 23:25:08,11
2021-06-18 23:30:08,9
2021-06-18 23:35:07,8
2021-06-18 23:40:08,8
2021-06-18 23:46:04,8
2021-06-18 23:50:08,7
2021-06-18 23:55:08,6
2021-06-19 0:00:12,5
2021-06-19 0:05:08,5
2021-06-19 0:10:08,5
2021-06-19 0:15:09,5
2021-06-19 0:20:07,6
2021-06-19 0:25:08,6
2021-06-19 0:30:07,5
2021-06-19 0:35:07,5
2021-06-19 0:40:05,5
2021-06-19 0:45:07,5
2021-06-19 0:50:04,4
2021-06-19 0:55:08,4
2021-06-19 1:00:08,3
2021-06-19 1:05:08,2
2021-06-19 1:10:05,1
2021-06-19 1:15:08,1
2021-06-19 1:20:06,2
2021-06-19 1:25:07,2
2021-06-19 1:30:04,2
2021-06-19 1:35:08,2
2021-06-19 1:40:06,2
2021-06-19 1:45:09,1
2021-06-19 1:50:06,1
2021-06-19 1:55:08,1
2021-06-19 2:00:07,2
2021-06-19 2:05:07,2
2021-06-19 2:10:05,2
2021-06-19 2:15:07,2
2021-06-19 2:20:05,1
2021-06-19 2:25:04,1
2021-06-19 2:30:05,1
2021-06-19 2:35:05,1
2021-06-19 2:40:04,1
2021-06-19 2:45:05,0
2021-06-19 2:50:05,1
2021-06-19 2:55:05,1
2021-06-19 3:00:04,1
2021-06-19 3:05:05,1
2021-06-19 3:10:05,1
2021-06-19 3:15:06,1
2021-06-19 3:20:04,1
2021-06-19 3:25:06,2
2021-06-19 3:30:04,2
2021-06-19 3:35:08,2
2021-06-19 3:40:05,2
2021-06-19 3:45:08,2
2021-06-19 3:50:06,2
2021-06-19 3:55:06,2
2021-06-19 4:00:08,2
2021-06-19 4:05:06,2
2021-06-19 4:10:05,2
2021-06-19 4:15:08,2
2021-06-19 4:20:06,2
2021-06-19 4:25:06,2
2021-06-19 4:30:05,2
2021-06-19 4:35:08,2
2021-06-19 4:40:05,3
2021-06-19 4:45:08,3
2021-06-19 4:50:05,3
2021-06-19 4:55:08,3
2021-06-19 5:00:08,3
2021-06-19 5:05:08,3
2021-06-19 5:10:07,3
2021-06-19 5:15:07,3
2021-06-19 5:20:04,3
2021-06-19 5:25:05,3
2021-06-19 5:30:05,3
2021-06-19 5:35:05,4
2021-06-19 5:40:04,4
2021-06-19 5:45:06,5
2021-06-19 5:50:08,4
2021-06-19 5:55:09,6
2021-06-19 6:00:07,6
2021-06-19 6:05:08,6
2021-06-19 6:10:07,6
2021-06-19 6:15:08,8
2021-06-19 6:20:05,9
2021-06-19 6:25:08,9
2021-06-19 6:30:07,9
2021-06-19 6:35:08,10
2021-06-19 6:40:09,10
2021-06-19 6:45:08,11
2021-06-19 6:50:06,13
2021-06-19 6:55:08,14
2021-06-19 7:00:08,14
2021-06-19 7:05:08,16
2021-06-19 7:10:06,16
2021-06-19 7:15:07,15
2021-06-19 7:20:06,14
2021-06-19 7:25:06,14
2021-06-19 7:30:05,15
2021-06-19 7:35:08,14
2021-06-19 7:40:06,15
2021-06-19 7:45:07,15
2021-06-19 7:50:07,15
2021-06-19 7:55:08,17
2021-06-19 8:00:08,20
2021-06-19 8:05:09,20
2021-06-19 8:10:07,22
2021-06-19 8:15:09,23
2021-06-19 8:20:03,23
2021-06-19 8:25:06,22
2021-06-19 8:30:03,22
2021-06-19 8:35:07,22
2021-06-19 8:40:09,21
2021-06-19 8:45:08,20
2021-06-19 8:50:08,21
2021-06-19 8:55:06,20
2021-06-19 9:00:08,20
2021-06-19 9:05:07,25
2021-06-19 9:10:08,27
2021-06-19 9:15:08,27
2021-06-19 9:20:11,28
2021-06-19 9:25:09,29
2021-06-19 9:30:08,31
2021-06-19 9:35:08,30
2021-06-19 9:40:10,31
2021-06-19 9:45:08,30
2021-06-19 9:50:08,32
2021-06-19 9:55:07,35
2021-06-19 10:00:09,36
2021-06-19 10:05:11,40
2021-06-19 10:10:08,40
2021-06-19 10:15:08,40
2021-06-19 10:20:10,40
2021-06-19 10:25:09,40
2021-06-19 10:30:09,43
2021-06-19 10:35:09,43
2021-06-19 10:40:10,42
2021-06-19 10:45:10,41
2021-06-19 10:50:11,41
2021-06-19 10:55:13,41
2021-06-19 11:00:11,43
2021-06-19 11:05:09,45
2021-06-19 11:10:10,45
2021-06-19 11:15:10,42
2021-06-19 11:20:06,43
2021-06-19 11:25:10,42
2021-06-19 11:30:08,46
2021-06-19 11:35:10,42
2021-06-19 11:40:08,40
2021-06-19 11:45:08,40
2021-06-19 11:50:07,41
2021-06-19 11:55:08,42
2021-06-19 12:00:11,41
2021-06-19 12:05:08,40
2021-06-19 12:10:07,37
2021-06-19 12:15:07,37
2021-06-19 12:20:07,39
2021-06-19 12:25:07,39
2021-06-19 12:30:06,40
2021-06-19 12:35:08,38
2021-06-19 12:40:09,36
2021-06-19 12:45:03,38
2021-06-19 12:50:02,34
2021-06-19 12:55:02,34
2021-06-19 13:00:03,33
2021-06-19 13:05:03,33
2021-06-19 13:10:02,31
2021-06-19 13:15:03,32
2021-06-19 13:20:03,30
2021-06-19 13:25:03,32
2021-06-19 13:30:02,30
2021-06-19 13:35:07,30
2021-06-19 13:40:08,30
2021-06-19 13:45:07,29
2021-06-19 13:50:06,27
2021-06-19 13:55:05,25
2021-06-19 14:00:05,24
2021-06-19 14:05:06,24
2021-06-19 14:10:05,25
2021-06-19 14:15:05,24
2021-06-19 14:20:03,22
2021-06-19 14:25:03,20
2021-06-19 14:30:02,19
2021-06-19 14:35:09,19
2021-06-19 14:40:06,18
2021-06-19 14:45:03,20
2021-06-19 14:50:13,19
2021-06-19 14:55:08,20
2021-06-19 15:00:11,20
2021-06-19 15:05:08,25
2021-06-19 15:10:10,23
2021-06-19 15:15:08,23
2021-06-19 15:20:12,23
2021-06-19 15:25:08,22
2021-06-19 15:30:10,23
2021-06-19 15:35:08,22
2021-06-19 15:40:09,23
2021-06-19 15:45:08,25
2021-06-19 15:50:11,25
2021-06-19 15:55:08,25
2021-06-19 16:00:08,23
2021-06-19 16:05:08,21
2021-06-19 16:10:11,20
2021-06-19 16:15:08,20
2021-06-19 16:20:02,21
2021-06-19 16:25:02,21
2021-06-19 16:30:02,21
2021-06-19 16:35:03,20
2021-06-19 16:40:08,20
2021-06-19 16:45:07,20
2021-06-19 16:50:08,22
2021-06-19 16:55:08,25
2021-06-19 17:00:07,26
2021-06-19 17:05:08,22
2021-06-19 17:10:08,21
