2021-06-12 18:35:07.973425,15
2021-06-12 18:40:07.444336,13
2021-06-12 18:45:08.931069,12
2021-06-12 18:50:05.933395,12
2021-06-12 18:55:09.316065,11
2021-06-12 19:00:08.786612,11
2021-06-12 19:05:08.040207,10
2021-06-12 19:10:08.388981,10
2021-06-12 19:15:08.375906,10
2021-06-12 19:20:08.233291,9
2021-06-12 19:25:07.878690,9
2021-06-12 19:30:07.997034,9
2021-06-12 19:35:09.197060,8
2021-06-12 19:40:08.879138,8
2021-06-12 19:45:11.012716,9
2021-06-12 19:50:08.078867,9
2021-06-12 19:55:08.731403,10
2021-06-12 20:00:07.952624,10
2021-06-12 20:05:09.266289,12
2021-06-12 20:10:08.211532,12
2021-06-12 20:15:08.410795,13
2021-06-12 20:20:09.143797,12
2021-06-12 20:25:09.773341,12
2021-06-12 20:30:10.118697,14
2021-06-12 20:35:12.334813,14
2021-06-12 20:40:18.525856,16
2021-06-12 20:45:10.006076,16
2021-06-12 20:50:10.540361,17
2021-06-12 20:55:09.966845,17
2021-06-12 21:00:11.564850,16
2021-06-12 21:05:11.311407,18
2021-06-12 21:50:09.411907,9
2021-06-12 21:55:08.078593,9
2021-06-12 22:00:08.030819,10
2021-06-12 22:05:05.734093,11
2021-06-12 22:40:08.394535,14
2021-06-12 22:45:07.443943,13
2021-06-12 22:50:07.216016,16
2021-06-12 22:55:06.829209,15
2021-06-12 23:00:09.490490,15
2021-06-12 23:05:03.835606,13
2021-06-12 23:10:04.128985,11
2021-06-12 23:15:07.609672,12
2021-06-12 23:20:07.749279,14
2021-06-12 23:25:07.078259,13
2021-06-12 23:30:05.979553,13
2021-06-12 23:35:05.275084,11
2021-06-12 23:40:12.232358,12
2021-06-12 23:45:08.183451,11
2021-06-12 23:50:06.276581,10
2021-06-12 23:55:11.675336,10
2021-06-13 00:00:11.591177,7
2021-06-13 00:05:07.614730,7
2021-06-13 00:10:08.947102,6
2021-06-13 00:15:09.681988,6
2021-06-13 00:20:03.990158,5
2021-06-13 00:25:02.133696,4
2021-06-13 00:30:03.905929,4
2021-06-13 00:35:03.429085,4
2021-06-13 00:40:03.691498,4
2021-06-13 00:45:02.825250,4
2021-06-13 00:50:03.524870,4
2021-06-13 00:55:02.314241,3
2021-06-13 01:00:08.200044,3
2021-06-13 01:05:07.881309,4
2021-06-13 01:10:06.021877,4
2021-06-13 01:15:08.063422,4
2021-06-13 01:20:08.190614,4
2021-06-13 01:25:06.176656,4
2021-06-13 01:30:05.060453,4
2021-06-13 01:35:08.299135,4
